fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,mes,dia_mes,dia_semana,nombre_dia_semana,semana_año,es_fin_de_semana,es_festivo,es_Black_Friday,es_Cyber_Monday,inicio_mes,fin_mes,trimestre,es_verano,es_navidad,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_mm7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h,categoria_h,subcategoria_h,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2021-10-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.92,49.92,2021,10,25,0,Monday,43,False,False,False,False,False,False,4,False,False,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.8571428571428572,-0.1599999999999966,47.196666666666665,1.0577018150999364,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,117.37,938.96,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.7142857142857144,2.0608695652173954,96.59666666666665,1.215052279236689,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,137.98,1379.8,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,8.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,2.2074074074074,113.00333333333333,1.221025928438689,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,83.5,167.0,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,10.0,8.0,1.0,1.0,1.0,5.0,2.0,4.0,-1.7647058823529411,84.16666666666667,0.9920792079207921,Asics Gel Nimbus 25,Running,Zapatillas Running,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.01,146.02,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,10.0,8.0,1.0,1.0,1.0,5.0,3.5714285714285716,-2.6533333333333267,72.60000000000001,1.0056473829201102,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.07,70.14,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,10.0,8.0,1.0,1.0,1.0,3.7142857142857144,0.20000000000000082,34.04666666666667,1.0300567848051694,Nike Dri-FIT Miler,Running,Ropa Running,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.69,133.38,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,2.0,10.0,8.0,1.0,1.0,3.857142857142857,2.5999999999999965,63.56,1.0492448080553807,Adidas Own The Run Jacket,Running,Ropa Running,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.23,138.46,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,2.0,2.0,10.0,8.0,1.0,4.0,-1.0999999999999943,69.32333333333334,0.998653651969034,Puma Velocity Nitro 2,Running,Zapatillas Running,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.63,127.26,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,2.0,2.0,2.0,10.0,8.0,3.142857142857143,-2.1076923076923038,64.41666666666667,0.9877878395860284,Reebok Floatride Energy 5,Running,Zapatillas Running,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.68,823.36,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0,2.9200000000000017,353.7033333333334,1.1639132606421576,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-10-26,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,178.86,178.86,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,2.2057142857142935,161.23666666666668,1.10930102747514,Domyos BM900,Fitness,Banco Gimnasio,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.88,89.76,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,-0.266666666666661,43.723333333333336,1.0264542197148738,Reebok Professional Deck,Fitness,Esterilla Fitness,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,55.55,222.2,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.142857142857143,0.9999999999999948,53.96,1.029466271312083,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-10-26,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.46,48.92,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.142857142857143,-2.1599999999999966,24.773333333333337,0.9873519913885898,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,40.42,80.84,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.142857142857143,1.0500000000000043,38.70333333333333,1.04435449143054,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-10-26,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.23,462.69,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.2857142857142856,2.819999999999993,136.35999999999999,1.1310501613376358,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-26,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,827.2,1654.4,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.2857142857142856,-0.337349397590356,742.3566666666666,1.1142891781578488,Trek Marlin 7,Outdoor,Bicicleta Montaña,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.1,194.2,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,3.0,2.0,2.0,4.0,2.0,1.0,2.4285714285714284,2.2105263157894677,93.05666666666667,1.0434502274599704,The North Face Borealis,Outdoor,Mochila Trekking,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-10-26,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.42,71.42,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.2857142857142856,2.028571428571431,68.20333333333333,1.0471628952641612,Columbia Silver Ridge,Outdoor,Ropa Montaña,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-26,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.93,225.86,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.66363636363637,105.61,1.0693116182179718,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.57,161.14,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.7124999999999915,76.32000000000001,1.0556865828092241,Quechua MH500,Outdoor,Ropa Montaña,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.88,531.52,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.2857142857142856,2.215384615384612,116.80666666666667,1.1376063010102162,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.52,20.52,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.599999999999998,20.023333333333333,1.0248043948726486,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.4,35.4,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.8571428571428572,1.1428571428571388,33.77333333333333,1.0481642321358073,Liforme Yoga Pad,Wellness,Rodillera Yoga,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-10-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.48,50.48,2021,10,26,1,Tuesday,43,False,False,False,False,False,False,4,False,False,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.7142857142857142,0.9599999999999936,48.10333333333333,1.0494075254660107,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,114.27,914.16,2021,10,27,2,Wednesday,43,False,False,False,False,False,False,4,False,False,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.7142857142857144,-0.6347826086956556,96.61666666666667,1.1827151975159564,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,136.28,1090.24,2021,10,27,2,Wednesday,43,False,False,False,False,False,False,4,False,False,8.0,1.0,1.0,1.0,4.0,2.0,2.0,3.5714285714285716,0.948148148148149,114.98,1.1852496086275874,Adidas Ultraboost 23,Running,Zapatillas Running,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.55,262.65,2021,10,27,2,Wednesday,43,False,False,False,False,False,False,4,False,False,8.0,8.0,1.0,1.0,1.0,4.0,2.0,3.7142857142857144,2.999999999999997,83.50333333333333,1.0484611392758771,Asics Gel Nimbus 25,Running,Zapatillas Running,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
